date,load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,load_20,load_21,load_22,load_23
2008-01-18 00:00:00-05:00,1.599228,1.495297,1.4742,1.459303,1.485292,1.491288,1.577404,1.723182,1.829481,1.841281,1.877339,1.925767,1.895082,1.877139,1.881061,1.854164,1.824388,1.79473,1.903274,1.91881,1.881752,1.85862,1.816754,1.729937
2008-01-19 00:00:00-05:00,1.631941,1.559004,1.518611,1.505601,1.51541,1.511954,1.532532,1.590613,1.632704,1.701495,1.756077,1.812378,1.786585,1.825876,1.781593,1.758413,1.745121,1.7544,1.842552,1.879958,1.859355,1.855791,1.814716,1.762193
2008-01-20 00:00:00-05:00,1.68899,1.631593,1.586091,1.56779,1.551477,1.569616,1.608633,1.635715,1.675685,1.714149,1.758352,1.824241,1.852507,1.854873,1.853594,1.861405,1.850387,1.863529,1.960503,2.017768,1.997134,1.980949,1.949588,1.918025
2008-01-21 00:00:00-05:00,1.78544,1.748873,1.69276,1.675302,1.677069,1.708938,1.765272,1.873774,1.978134,2.019221,2.062227,2.06657,2.04058,2.011175,2.008238,1.962845,1.934307,1.961217,2.051982,2.106198,2.096039,2.064332,2.002815,1.882292
2008-01-22 00:00:00-05:00,1.738948,1.654565,1.632041,1.594931,1.593441,1.599998,1.644174,1.821991,1.912462,1.940107,1.977583,1.995095,2.00637,2.003475,1.999596,1.959423,1.970657,2.015406,2.05519,2.061324,2.04327,1.985647,1.938121,1.798044
2008-01-23 00:00:00-05:00,1.696491,1.639948,1.602418,1.591523,1.62979,1.646104,1.727362,1.873307,1.981597,1.988235,1.996437,2.02597,2.004392,1.990738,1.95181,1.8817,1.89584,1.923606,1.997451,2.096081,2.043765,2.005522,1.933107,1.833084
2008-01-24 00:00:00-05:00,1.738192,1.684134,1.654967,1.611859,1.613477,1.613507,1.681147,1.814252,1.928388,1.955434,1.976598,1.971804,1.976017,1.984774,1.985014,1.954791,1.972024,1.965898,2.066423,2.122893,2.105802,2.099212,2.01156,1.906515
2008-01-25 00:00:00-05:00,1.761054,1.725669,1.682134,1.659887,1.666635,1.677276,1.792183,1.953782,2.032153,2.05298,2.064544,2.069646,2.059614,2.016771,2.001844,1.973057,1.925124,1.934105,2.005219,2.031599,1.988432,1.936804,1.888763,1.802637
2008-01-26 00:00:00-05:00,1.69676,1.619097,1.557561,1.526785,1.514811,1.517281,1.556872,1.612917,1.656835,1.717389,1.776695,1.801795,1.807397,1.804357,1.776895,1.749268,1.731144,1.75062,1.819482,1.837712,1.832,1.792544,1.741486,1.669237
2008-01-27 00:00:00-05:00,1.586974,1.522007,1.47941,1.457754,1.437016,1.439223,1.447761,1.489963,1.538906,1.576264,1.618824,1.645658,1.667834,1.665021,1.672658,1.670207,1.672604,1.715802,1.803888,1.836197,1.847155,1.820987,1.747392,1.68498
2008-01-28 00:00:00-05:00,1.607224,1.552328,1.512035,1.527203,1.509247,1.494752,1.656551,1.784784,1.88,1.949043,1.928723,1.928386,1.90403,1.866087,1.850459,1.808872,1.783787,1.795999,1.876453,1.931639,1.894835,1.866304,1.780593,1.676335
2008-01-29 00:00:00-05:00,1.526708,1.493439,1.4618,1.442937,1.408591,1.435123,1.528893,1.665626,1.761206,1.799419,1.868909,1.86839,1.861307,1.875623,1.842789,1.81959,1.813984,1.862536,1.915953,1.91222,1.863262,1.822092,1.768956,1.657059
2008-01-30 00:00:00-05:00,1.548296,1.453549,1.404485,1.396753,1.414122,1.459481,1.530288,1.702084,1.811361,1.851181,1.9216,1.92416,1.934342,1.89747,1.90362,1.893039,1.887073,1.894729,1.9606,2.03748,2.008919,1.988619,1.921496,1.812219
2008-01-31 00:00:00-05:00,1.690575,1.613283,1.608342,1.571261,1.575008,1.595442,1.678502,1.844466,1.904877,1.908919,1.932788,1.957327,1.993345,1.950703,1.939527,1.916848,1.878719,1.87698,1.944668,2.006245,1.997143,1.928442,1.884068,1.761962
2008-02-01 00:00:00-05:00,1.631696,1.564361,1.530043,1.520966,1.51872,1.551069,1.593099,1.723218,1.858179,1.862753,1.950857,1.952885,1.963301,1.940657,1.946223,1.893633,1.875275,1.867911,1.900867,1.919805,1.882407,1.848438,1.806793,1.741567
2008-02-02 00:00:00-05:00,1.645643,1.551154,1.526469,1.476642,1.452537,1.447704,1.492796,1.558657,1.613552,1.665427,1.729793,1.765408,1.788102,1.771869,1.741115,1.726713,1.699229,1.690475,1.737543,1.786384,1.791648,1.778297,1.74257,1.693225
2008-02-03 00:00:00-05:00,1.639945,1.565534,1.528333,1.502433,1.500213,1.479193,1.509869,1.546228,1.575467,1.606551,1.646712,1.658879,1.661813,1.645263,1.626623,1.602588,1.621605,1.634043,1.717354,1.793761,1.738327,1.741855,1.70787,1.705525
2008-02-04 00:00:00-05:00,1.611969,1.534019,1.502986,1.475645,1.491338,1.49976,1.609532,1.725927,1.84075,1.899187,1.913705,1.929672,1.916155,1.893499,1.896143,1.867484,1.851071,1.867537,1.922786,1.893905,1.884638,1.842338,1.78059,1.677329
2008-02-05 00:00:00-05:00,1.541328,1.440396,1.387089,1.37153,1.33568,1.37559,1.404451,1.56948,1.716545,1.718995,1.764369,1.783649,1.795644,1.788739,1.77063,1.770557,1.793445,1.7902,1.841347,1.855075,1.86256,1.7987,1.73712,1.630042
2008-02-06 00:00:00-05:00,1.489675,1.414646,1.383805,1.372103,1.35399,1.382524,1.4736,1.571988,1.655427,1.724184,1.738276,1.774762,1.786988,1.79247,1.806668,1.777795,1.751226,1.762743,1.793319,1.812515,1.794249,1.733846,1.668002,1.602727
2008-02-07 00:00:00-05:00,1.470898,1.382772,1.354925,1.377626,1.372671,1.404727,1.50781,1.670453,1.793348,1.830351,1.892483,1.911401,1.883852,1.87874,1.876065,1.865983,1.82885,1.896937,1.904096,1.965007,1.909016,1.866342,1.788543,1.700799
2008-02-08 00:00:00-05:00,1.590281,1.538575,1.493654,1.482249,1.463703,1.515165,1.579716,1.726249,1.801572,1.845197,1.838719,1.883696,1.882871,1.892905,1.865383,1.840884,1.782865,1.826226,1.853823,1.900711,1.913956,1.865357,1.795411,1.73881
2008-02-09 00:00:00-05:00,1.639761,1.549141,1.506655,1.464599,1.464575,1.445799,1.479231,1.532233,1.596383,1.627625,1.692887,1.731088,1.720508,1.685781,1.668732,1.642454,1.586547,1.65122,1.684785,1.729589,1.729253,1.707117,1.671488,1.598121
2008-02-10 00:00:00-05:00,1.543405,1.4676,1.394774,1.394263,1.392295,1.406639,1.4251,1.438159,1.493725,1.539099,1.603001,1.67143,1.697873,1.713299,1.717423,1.728916,1.761541,1.812247,1.88856,1.978542,2.00428,1.989904,1.987453,1.910388
2008-02-11 00:00:00-05:00,1.825269,1.763195,1.759705,1.728309,1.717396,1.727779,1.794346,1.919022,1.996147,2.029659,2.057873,2.080245,2.050254,2.016378,2.033566,1.97187,2.009423,1.992208,2.04461,2.110486,2.087958,2.047427,2.018482,1.874897
2008-02-12 00:00:00-05:00,1.76346,1.680657,1.647584,1.64067,1.656019,1.654521,1.747831,1.83611,1.907981,1.970732,1.980499,2.033987,2.036216,2.022356,2.029226,1.991049,2.029508,1.990385,2.035725,2.086212,2.024275,1.983981,1.909276,1.819539
2008-02-13 00:00:00-05:00,1.682134,1.624788,1.582131,1.568296,1.548612,1.548735,1.600951,1.76068,1.818474,1.864758,1.944239,1.975462,1.938739,1.937215,1.952139,1.945425,1.921359,1.932001,1.963761,2.063041,2.038203,2.020002,1.942181,1.845877
2008-02-14 00:00:00-05:00,1.733484,1.64974,1.631814,1.610354,1.634556,1.659859,1.715856,1.870392,1.955216,1.978406,1.963685,1.998461,1.960222,1.92447,1.909325,1.854033,1.862086,1.860768,1.896313,1.941626,1.971098,1.934621,1.855993,1.74551
