date,load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,load_20,load_21,load_22,load_23
2008-08-02 00:00:00-04:00,1.917351,1.797702,1.693541,1.621944,1.591483,1.560852,1.592032,1.57707,1.601795,1.739339,1.879819,2.003697,2.11219,2.18015,2.196822,2.220954,2.25467,2.170543,2.147832,2.096973,2.013458,1.928814,1.9043,1.783159
2008-08-03 00:00:00-04:00,1.656748,1.531008,1.448855,1.384682,1.348488,1.316354,1.318435,1.322532,1.361681,1.454419,1.570997,1.666506,1.760847,1.81598,1.865831,1.905014,1.972829,2.046643,2.058282,2.046653,1.97929,1.972556,1.959489,1.820865
2008-08-04 00:00:00-04:00,1.706067,1.605085,1.534126,1.495727,1.451006,1.453144,1.507743,1.614346,1.708268,1.8312,1.940651,2.05968,2.175549,2.238807,2.306401,2.392416,2.41325,2.416457,2.414279,2.344001,2.258199,2.246329,2.221589,2.069399
2008-08-05 00:00:00-04:00,1.884629,1.760924,1.673247,1.609656,1.560105,1.596687,1.67659,1.779462,1.862851,1.958275,2.031473,2.125619,2.212667,2.216093,2.237731,2.284826,2.360561,2.413208,2.405078,2.329134,2.271745,2.257622,2.230543,2.082733
2008-08-06 00:00:00-04:00,1.949251,1.815306,1.730354,1.6872,1.615079,1.640266,1.736379,1.817484,1.895989,2.055417,2.169045,2.283951,2.37676,2.430113,2.473249,2.49137,2.516509,2.51595,2.48148,2.376908,2.289389,2.202779,2.168186,2.04915
2008-08-07 00:00:00-04:00,1.879754,1.744838,1.644924,1.576347,1.545409,1.566861,1.617496,1.710206,1.777587,1.910687,2.028092,2.116688,2.21106,2.29222,2.34392,2.339757,2.358661,2.327514,2.251478,2.192083,2.124734,2.058484,2.040182,1.901756
2008-08-08 00:00:00-04:00,1.734484,1.600828,1.50223,1.477129,1.443467,1.431882,1.495203,1.568198,1.657219,1.767754,1.883392,1.938153,1.975036,1.973457,2.01879,2.022257,2.038784,2.016826,1.944192,1.887516,1.78818,1.761768,1.757533,1.639614
2008-08-09 00:00:00-04:00,1.527312,1.416149,1.346804,1.314358,1.271622,1.263633,1.28116,1.298646,1.327318,1.427848,1.522484,1.614935,1.687205,1.721345,1.739265,1.759448,1.76038,1.802634,1.795645,1.780407,1.746737,1.713831,1.7143,1.634566
2008-08-10 00:00:00-04:00,1.536252,1.463215,1.392846,1.338147,1.305018,1.29966,1.298437,1.313107,1.315592,1.381227,1.472238,1.535808,1.586823,1.636311,1.651824,1.661173,1.689783,1.693832,1.69259,1.652564,1.643551,1.667063,1.648396,1.541202
2008-08-11 00:00:00-04:00,1.419442,1.336721,1.275666,1.248153,1.234121,1.25544,1.310268,1.412206,1.47676,1.579704,1.665929,1.719698,1.773599,1.820368,1.822366,1.851301,1.861569,1.861048,1.844091,1.783368,1.717514,1.705191,1.72265,1.631637
2008-08-12 00:00:00-04:00,1.502028,1.402751,1.350247,1.332417,1.300926,1.295446,1.398009,1.492394,1.575761,1.639227,1.711507,1.787318,1.841429,1.85699,1.922981,1.940579,1.954604,1.978829,1.966923,1.91095,1.848031,1.840675,1.842974,1.720517
2008-08-13 00:00:00-04:00,1.567645,1.475794,1.402206,1.341189,1.346374,1.360944,1.420306,1.489967,1.604365,1.695682,1.78488,1.845207,1.907139,1.972416,2.034766,2.075166,2.07181,2.079724,2.043583,1.955654,1.8728,1.882626,1.866412,1.722986
2008-08-14 00:00:00-04:00,1.59959,1.462398,1.409089,1.365079,1.34398,1.372184,1.437184,1.544476,1.616876,1.696611,1.788702,1.861209,1.917033,1.962299,1.964707,1.933728,1.926817,1.871984,1.812462,1.768304,1.721542,1.731286,1.724696,1.635663
2008-08-15 00:00:00-04:00,1.503612,1.411611,1.365806,1.321077,1.314446,1.348999,1.407077,1.510318,1.586482,1.685305,1.756809,1.846158,1.924795,1.971807,1.988909,1.980931,1.984433,1.973021,1.941595,1.86273,1.782112,1.782662,1.76233,1.645883
2008-08-16 00:00:00-04:00,1.511968,1.425593,1.354008,1.307698,1.266913,1.262468,1.28089,1.284467,1.330279,1.438625,1.550249,1.623265,1.672511,1.705814,1.699479,1.734013,1.755437,1.756101,1.769973,1.738699,1.707921,1.719891,1.700277,1.602979
2008-08-17 00:00:00-04:00,1.492436,1.401728,1.33014,1.291787,1.258457,1.202307,1.225735,1.230082,1.245753,1.344779,1.449912,1.536384,1.634676,1.694634,1.726233,1.774746,1.823734,1.855092,1.873983,1.861165,1.795053,1.821948,1.811779,1.733769
2008-08-18 00:00:00-04:00,1.635154,1.521691,1.454431,1.410889,1.387758,1.374207,1.484318,1.571546,1.642928,1.768734,1.890847,2.001854,2.051564,2.138987,2.187285,2.241204,2.259071,2.234461,2.217418,2.162799,2.055543,2.070111,1.994478,1.838502
2008-08-19 00:00:00-04:00,1.678482,1.564508,1.492778,1.390963,1.394776,1.411799,1.478083,1.594521,1.656874,1.812221,1.927432,2.038685,2.112434,2.149426,2.213196,2.268507,2.295602,2.324388,2.285647,2.208151,2.092001,2.080098,2.006355,1.862206
2008-08-20 00:00:00-04:00,1.68116,1.560901,1.496231,1.438056,1.388589,1.373427,1.466677,1.541053,1.603822,1.70229,1.818968,1.894399,1.932559,2.011099,2.092169,2.110459,2.171316,2.208958,2.222616,2.151128,2.036121,2.045057,1.969587,1.814964
2008-08-21 00:00:00-04:00,1.645701,1.550189,1.484634,1.440097,1.398417,1.380734,1.47181,1.548083,1.624311,1.748685,1.856181,1.966264,2.08219,2.171232,2.278902,2.369941,2.429422,2.452404,2.45333,2.379007,2.277621,2.270648,2.225953,2.102195
2008-08-22 00:00:00-04:00,1.91973,1.782183,1.662322,1.620858,1.576603,1.576063,1.628165,1.729882,1.818114,1.930227,2.058741,2.219746,2.323841,2.373579,2.455945,2.495247,2.485245,2.460893,2.424624,2.351756,2.224076,2.160455,2.110644,1.965242
2008-08-23 00:00:00-04:00,1.825192,1.667799,1.584373,1.495205,1.458792,1.419682,1.439839,1.497737,1.537282,1.658528,1.816745,1.943541,2.037314,2.126764,2.18346,2.24774,2.248565,2.278109,2.294719,2.240654,2.18225,2.136848,2.090731,1.955419
2008-08-24 00:00:00-04:00,1.832144,1.667449,1.583328,1.510089,1.44814,1.413571,1.409407,1.414634,1.42592,1.548895,1.684167,1.838371,1.968525,2.073609,2.181228,2.229599,2.302301,2.355685,2.36209,2.309779,2.252024,2.264881,2.223223,2.097738
2008-08-25 00:00:00-04:00,1.972737,1.853292,1.725071,1.672684,1.648065,1.609399,1.65954,1.784541,1.832791,1.906607,1.968797,2.082982,2.156604,2.22187,2.262157,2.296306,2.321308,2.318452,2.281744,2.173656,2.065938,2.05,1.952991,1.780969
2008-08-26 00:00:00-04:00,1.584405,1.449664,1.396322,1.335268,1.309874,1.327345,1.397494,1.50256,1.574422,1.678565,1.789581,1.858751,1.938112,1.985174,2.030741,2.072319,2.107332,2.134374,2.117198,2.036815,1.948261,1.972323,1.899178,1.762327
2008-08-27 00:00:00-04:00,1.603815,1.493735,1.43015,1.379897,1.363356,1.389195,1.450349,1.56407,1.640675,1.715164,1.810674,1.882001,1.900761,1.926357,1.929391,1.905626,1.873166,1.846802,1.805943,1.777215,1.758675,1.767561,1.72811,1.621169
2008-08-28 00:00:00-04:00,1.494473,1.390391,1.343248,1.31454,1.316008,1.338531,1.4231,1.573055,1.645687,1.744768,1.786398,1.784718,1.839648,1.841299,1.854101,1.852266,1.837512,1.822893,1.806625,1.776065,1.791858,1.829528,1.762475,1.662981
2008-08-29 00:00:00-04:00,1.544506,1.453846,1.392377,1.372397,1.356108,1.372032,1.455608,1.599006,1.697255,1.792945,1.864104,1.913093,1.968519,1.99853,2.070446,2.127553,2.142772,2.163745,2.126933,2.07868,2.010607,2.038774,1.979348,1.86893
2008-08-30 00:00:00-04:00,1.741797,1.620078,1.545816,1.487049,1.444645,1.444245,1.46124,1.494253,1.536415,1.626172,1.732309,1.84255,1.940223,1.999843,2.038791,2.083057,2.100019,2.121477,2.126282,2.047626,1.951941,1.955636,1.884347,1.751823
2008-08-31 00:00:00-04:00,1.619834,1.505778,1.416293,1.340376,1.317566,1.291255,1.2888,1.294679,1.301032,1.371523,1.478317,1.566064,1.667494,1.740487,1.811317,1.864012,1.900942,1.945775,1.960336,1.911552,1.825588,1.820314,1.767955,1.679199
2008-09-01 00:00:00-04:00,1.600395,1.493697,1.409224,1.372494,1.321884,1.335855,1.345084,1.370493,1.384653,1.456034,1.582303,1.698363,1.755836,1.849429,1.891415,1.975929,2.037954,2.089651,2.105923,2.067007,2.018106,2.046135,1.969016,1.830705
2008-09-02 00:00:00-04:00,1.638057,1.506971,1.438628,1.395427,1.323437,1.363259,1.428193,1.570331,1.618306,1.726734,1.864988,1.98079,2.059533,2.155399,2.245871,2.331889,2.423628,2.459189,2.4765,2.416806,2.343239,2.326624,2.219358,2.030794
2008-09-03 00:00:00-04:00,1.842079,1.709229,1.614267,1.539286,1.511679,1.509579,1.573754,1.700747,1.775809,1.870415,1.967794,2.092113,2.193305,2.318942,2.384609,2.459505,2.506424,2.559027,2.522815,2.45743,2.35376,2.321446,2.214364,2.000751
2008-09-04 00:00:00-04:00,1.807356,1.664201,1.573298,1.501365,1.467102,1.510415,1.574711,1.679536,1.734941,1.885196,1.991839,2.106414,2.194088,2.265443,2.360724,2.450101,2.536747,2.572447,2.584645,2.510077,2.408176,2.420886,2.333093,2.148777
2008-09-05 00:00:00-04:00,1.976581,1.820669,1.702582,1.652632,1.629701,1.623073,1.647598,1.786891,1.860089,1.993494,2.133258,2.248655,2.350447,2.406544,2.480864,2.545042,2.558474,2.590904,2.584944,2.469116,2.347044,2.313882,2.232735,2.094453
2008-09-06 00:00:00-04:00,1.938352,1.77111,1.704507,1.626562,1.541411,1.544236,1.552634,1.598482,1.609877,1.712738,1.803264,1.900475,1.971251,2.021213,2.030484,1.986145,1.902685,1.842372,1.790467,1.727166,1.704715,1.740348,1.693048,1.603095
2008-09-07 00:00:00-04:00,1.492256,1.397151,1.324817,1.281335,1.267622,1.247413,1.255425,1.281154,1.283763,1.369114,1.439107,1.521368,1.592004,1.625095,1.639524,1.668608,1.691664,1.706551,1.693756,1.687789,1.699553,1.738691,1.697706,1.6317
2008-09-08 00:00:00-04:00,1.513952,1.439626,1.406147,1.359409,1.362232,1.365689,1.433739,1.569944,1.614909,1.704975,1.765186,1.880329,1.925886,1.984989,2.028993,2.067724,2.102651,2.143491,2.119726,2.073549,2.001264,2.042328,1.92851,1.782672
2008-09-09 00:00:00-04:00,1.629502,1.512347,1.444797,1.405541,1.379674,1.383614,1.492176,1.647219,1.755891,1.815978,1.855099,1.885617,1.888933,1.894496,1.897851,1.855493,1.877432,1.839741,1.808387,1.728019,1.763676,1.770598,1.688829,1.59084
2008-09-10 00:00:00-04:00,1.452168,1.339118,1.28084,1.267229,1.257959,1.295303,1.376059,1.520692,1.584802,1.649397,1.703404,1.794152,1.79746,1.792625,1.858589,1.852256,1.859438,1.873039,1.858743,1.770623,1.767776,1.805703,1.730003,1.590794
2008-09-11 00:00:00-04:00,1.475862,1.379254,1.33112,1.26709,1.278402,1.280415,1.388374,1.509189,1.573122,1.622319,1.689742,1.777098,1.830157,1.886732,1.910411,1.96782,1.996136,2.011738,2.011107,1.964396,1.952646,1.986237,1.918425,1.753973
2008-09-12 00:00:00-04:00,1.633188,1.529145,1.486184,1.431906,1.427505,1.425344,1.515513,1.680252,1.811334,1.875204,1.937018,1.970895,1.979444,2.004766,1.980022,1.977749,1.992752,1.965572,1.933368,1.901874,1.887198,1.878976,1.812145,1.707259
2008-09-13 00:00:00-04:00,1.600496,1.494097,1.440867,1.40293,1.386843,1.380204,1.401777,1.46094,1.514427,1.640762,1.754733,1.827051,1.871784,1.87199,1.852795,1.847493,1.854225,1.886273,1.934671,1.926771,1.954957,1.968963,1.920748,1.827683
2008-09-14 00:00:00-04:00,1.719325,1.592693,1.518763,1.478294,1.435953,1.4032,1.402342,1.443629,1.456223,1.559557,1.729262,1.878487,1.989141,2.104049,2.17243,2.25845,2.29318,2.312167,2.291275,2.252768,2.249188,2.137962,1.73888,1.543121
2008-09-15 00:00:00-04:00,1.43096,1.357799,1.306913,1.280128,1.268712,1.296283,1.361757,1.468352,1.505695,1.574698,1.626422,1.688607,1.698273,1.722436,1.740876,1.764154,1.755774,1.755989,1.712801,1.657708,1.671161,1.685413,1.619376,1.486999
2008-09-16 00:00:00-04:00,1.375211,1.282921,1.238914,1.19647,1.185545,1.212761,1.299023,1.425922,1.491698,1.578985,1.617418,1.67562,1.712766,1.74126,1.740822,1.75428,1.778417,1.76879,1.758042,1.695259,1.692252,1.689807,1.647851,1.53923
2008-09-17 00:00:00-04:00,1.405665,1.334469,1.300657,1.261069,1.248762,1.258159,1.337102,1.47521,1.547091,1.611637,1.640381,1.717643,1.756336,1.793257,1.808161,1.840064,1.851094,1.861378,1.832159,1.769175,1.772538,1.757632,1.69063,1.560663
2008-09-18 00:00:00-04:00,1.435835,1.407109,1.281174,1.266477,1.253743,1.269712,1.337942,1.488306,1.574225,1.64506,1.713358,1.767993,1.801245,1.831823,1.848945,1.852886,1.856568,1.886465,1.853517,1.786177,1.777378,1.790392,1.70072,1.579059
2008-09-19 00:00:00-04:00,1.443118,1.340571,1.310239,1.26692,1.245551,1.25693,1.322857,1.464374,1.541563,1.607235,1.666433,1.721311,1.787138,1.799512,1.837228,1.859666,1.834913,1.825234,1.791293,1.735025,1.715782,1.733563,1.668619,1.560078
2008-09-20 00:00:00-04:00,1.450647,1.334852,1.288705,1.251168,1.220964,1.223242,1.253677,1.306466,1.31371,1.384769,1.450651,1.524845,1.564259,1.574027,1.613305,1.62466,1.653968,1.745143,1.714655,1.678987,1.688337,1.678268,1.628378,1.563189
2008-09-21 00:00:00-04:00,1.432975,1.349648,1.305729,1.265096,1.242507,1.220279,1.242548,1.294501,1.279084,1.333456,1.408571,1.474837,1.547412,1.639041,1.679033,1.712451,1.728541,1.76693,1.790852,1.778658,1.812463,1.816623,1.747268,1.626746
2008-09-22 00:00:00-04:00,1.519403,1.443136,1.400458,1.356141,1.32433,1.345341,1.418244,1.573238,1.645823,1.700055,1.737457,1.79142,1.799935,1.808214,1.824927,1.805696,1.784572,1.818065,1.806687,1.760107,1.78922,1.788895,1.687124,1.557183
2008-09-23 00:00:00-04:00,1.434995,1.321467,1.280873,1.247706,1.257666,1.285966,1.352346,1.503688,1.558163,1.648314,1.715137,1.753934,1.7993,1.832544,1.843014,1.89056,1.939991,1.932431,1.892729,1.845648,1.848718,1.827399,1.763646,1.619803
2008-09-24 00:00:00-04:00,1.491041,1.390675,1.338474,1.322141,1.282253,1.296813,1.399846,1.527475,1.59638,1.636832,1.689966,1.735437,1.8096,1.828854,1.884488,1.906596,1.944632,1.931335,1.906641,1.862449,1.862867,1.836685,1.765553,1.605831
2008-09-25 00:00:00-04:00,1.494952,1.383452,1.358265,1.319443,1.292224,1.306963,1.398665,1.562327,1.625257,1.661239,1.729479,1.817651,1.806267,1.804113,1.828873,1.822164,1.842292,1.828759,1.785241,1.70938,1.763588,1.754742,1.680971,1.549271
2008-09-26 00:00:00-04:00,1.444495,1.336932,1.291096,1.28295,1.293715,1.312545,1.380222,1.51841,1.60916,1.649802,1.70839,1.759457,1.763675,1.773877,1.785536,1.775345,1.772033,1.750805,1.725695,1.698654,1.71716,1.701053,1.649902,1.551655
